,Wine,Location,Rating,Price,Year
3418,David Girard 2007 Syrah (El Dorado),Sierra Foothills,85,32.0,2007
3419,Mount Baker 2007 Barrel Select Syrah (Yakima Valley),Columbia Valley,83,14.0,2007
3420,Clautiere 2007 Estate Syrah (Paso Robles),Central Coast,81,24.0,2007
3421,Chalk Hill 2007 Estate Syrah (Chalk Hill),Sonoma,94,60.0,2007
3422,Dutton Estate 2008 My Father's Vineyard Syrah (Russian River Valley),Sonoma,93,38.0,2008
3423,Longboard 2006 Mavericks Signature Series Rodgers Creek Vineyards Syrah (Sonoma Coast),Sonoma,93,40.0,2006
3424,Syzygy 2007 Syrah (Walla Walla Valley (WA)),Columbia Valley,92,33.0,2007
3425,Grand Rêve 2007 Collaboration Series III Ciel du Cheval Vineyard Red Wine Syrah (Red Mountain),Columbia Valley,91,45.0,2007
3426,Longboard 2007 Syrah (Russian River Valley),Sonoma,91,28.0,2007
3427,Syzygy 2006 Syrah (Walla Walla Valley (WA)),Columbia Valley,91,33.0,2006
3428,Efeste 2007 Ceidleigh Syrah (Red Mountain),Columbia Valley,90,34.0,2007
3429,Helix by Reininger 2007 Syrah (Columbia Valley (WA)),Columbia Valley,89,27.0,2007
3430,Reininger 2007 Syrah (Walla Walla Valley (WA)),Columbia Valley,89,41.0,2007
3431,Efeste 2007 Jolie Bouche Syrah (Yakima Valley),Columbia Valley,89,34.0,2007
3432,Sonoma Coast Vineyards 2007 Occidental Road Vineyard Syrah (Sonoma Coast),Sonoma,89,35.0,2007
3433,Coeur d'Alene 2007 Syrah (Washington),Washington Other,88,28.0,2007
3434,Chatom 2006 Syrah (Calaveras County),Sierra Foothills,88,23.0,2006
3435,Mark Ryan 2007 Wild Eyed Syrah (Red Mountain),Columbia Valley,88,48.0,2007
3436,Woodinville Wine Cellars 2007 Chandler Reach Vineyard Syrah (Yakima Valley),Columbia Valley,88,30.0,2007
3437,Robert Ramsay 2006 Syrah (Horse Heaven Hills),Columbia Valley,88,35.0,2006
3438,Snoqualmie 2007 Syrah (Columbia Valley (WA)),Columbia Valley,87,10.0,2007
3439,Foxen 2008 Toasted Rope Syrah (Santa Ynez Valley),Central Coast,87,44.0,2008
3440,J. Lohr 2008 South Ridge Syrah (Paso Robles),Central Coast,87,15.0,2008
3441,Nickel & Nickel 2007 Darien Vineyard Syrah (Russian River Valley),Sonoma,87,48.0,2007
3442,Twisted Oak 2006 Tanner Vineyard Syrah (Calaveras County),Sierra Foothills,86,32.0,2006
3443,Seia 2007 Clifton Hill Vineyard Syrah (Wahluke Slope),Columbia Valley,86,30.0,2007
3444,Foxen 2008 Tinaquaic Vineyard Syrah (Santa Maria Valley),Central Coast,86,46.0,2008
3445,Clos du Lac 2007 Syrah (Amador County),Sierra Foothills,85,12.0,2007
3446,Dussek Family Cellars 2007 Syrah (Rattlesnake Hills),Columbia Valley,85,20.0,2007
3447,North by Northwest 2007 Syrah (Columbia Valley (WA)),Columbia Valley,85,30.0,2007
3448,Kestrel 2006 Winemaker Select Co-Ferment Estate Syrah (Yakima Valley),Columbia Valley,85,40.0,2006
3449,Sculpterra 2007 Syrah (Paso Robles),Central Coast,84,26.0,2007
3450,Seia 2007 Alder Creek Vineyard Syrah (Horse Heaven Hills),Columbia Valley,84,20.0,2007
3451,Venteux 2007 Tache le Verre Syrah (Santa Barbara County),Central Coast,83,35.0,2007
3452,Concannon 2007 Selected Vineyards Shiraz (Central Coast),Central Coast,82,10.0,2007
3453,Greg Norman California Estates 2007 Reserve Camatta Hills Syrah (Paso Robles),Central Coast,82,50.0,2007
3454,Novy 2007 Simpson Vineyard Syrah (Dry Creek Valley),Sonoma,93,29.0,2007
3455,Novy 2007 Syrah (Santa Lucia Highlands),Central Coast,93,27.0,2007
3456,Novy 2007 Judge Family Vineyard Syrah (Bennett Valley),Sonoma,92,29.0,2007
3457,Nuthatch Cellars 2006 Seven Hills Vineyard Syrah (Walla Walla Valley (OR)),Oregon Other,92,35.0,2006
3458,Novy 2007 Amber Ridge Vineyard Syrah (Russian River Valley),Sonoma,92,29.0,2007
3459,Perry Creek 2007 Altitude 2401 Dark Forest Syrah (El Dorado),Sierra Foothills,90,28.0,2007
3460,Miraflores 2007 Méthode Ancienne Syrah (El Dorado),Sierra Foothills,90,25.0,2007
3461,Babcock 2009 Identity Crisis Syrah (Santa Barbara County),Central Coast,90,15.0,2009
3462,Kendric 2007 Syrah (Shenandoah Valley (CA)),Sierra Foothills,89,21.0,2007
3463,Ehret 2007 Syrah (Knights Valley),Sonoma,88,28.0,2007
3464,Cliff Creek 2005 Syrah (Southern Oregon),Southern Oregon,88,25.0,2005
3465,Mounts 2007 Estate Grown Syrah (Dry Creek Valley),Sonoma,88,28.0,2007
3466,Folin Cellars 2007 Syrah (Rogue Valley),Southern Oregon,88,30.0,2007
3467,Francis Tannahill 2006 Mason Dixon Syrah (Oregon),Oregon Other,88,28.0,2006
3468,Morse 2007 Estate Syrah (Amador County),Sierra Foothills,87,24.0,2007
3469,Fess Parker 2007 Rodney's Vineyard Syrah (Santa Barbara County),Central Coast,87,45.0,2007
3470,J. Scott Cellars 2007 Del Rio Vineyard Syrah (Rogue Valley),Southern Oregon,87,23.0,2007
3471,Niner 2006 Bootjack Ranch Syrah (Paso Robles),Central Coast,87,20.0,2006
3472,Carr 2007 Morehouse Vineyard Syrah (Santa Ynez Valley),Central Coast,87,50.0,2007
3473,Wild Oak by St. Francis 2007 Syrah (Sonoma County),Sonoma,86,38.0,2007
3474,Amalie Robert 2007 Syrah (Willamette Valley),Willamette Valley,86,35.0,2007
3475,Perry Creek 2007 Syrah (El Dorado),Sierra Foothills,85,17.0,2007
3476,Concannon 2007 Reserve Syrah (Livermore Valley),Central Coast,85,25.0,2007
3477,Mutt Lynch 2006 Canis Major Unti Vineyard Syrah (Dry Creek Valley),Sonoma,84,25.0,2006
3478,Robert Mondavi 2008 Private Selection Syrah (California),California Other,82,11.0,2008
3479,Cathedral Ridge 2007 Syrah (Columbia Valley (OR)),Oregon Other,82,32.0,2007
3480,Carmel 2007 S&S Syrah (Monterey County),Central Coast,82,35.0,2007
3481,Stuart Cellars 2007 Limited Reserve Syrah (Temecula Valley),South Coast,81,40.0,2007
3482,Zaca Mesa 2007 Eight Barrel Syrah (Santa Ynez Valley),Central Coast,93,38.0,2007
3483,Seven Hills 2007 Syrah (Walla Walla Valley (WA)),Columbia Valley,92,22.0,2007
3484,àMaurice 2007 Syrah (Columbia Valley (WA)),Columbia Valley,92,34.0,2007
3485,Maison Bleue 2008 Liberté Boushey Vineyard Syrah (Yakima Valley),Columbia Valley,92,39.0,2008
3486,Zaca Mesa 2006 Syrah (Santa Ynez Valley),Central Coast,91,23.0,2006
3487,Trust 2007 Syrah (Walla Walla Valley (WA)),Columbia Valley,91,28.0,2007
3488,Maison Bleue 2008 Alder Ridge & Wallula Vineyards La Roque Syrah (Horse Heaven Hills),Columbia Valley,91,25.0,2008
3489,Arbor Crest 2008 Syrah (Columbia Valley (WA)),Columbia Valley,91,20.0,2008
3490,Waters 2007 Loess Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,91,40.0,2007
3491,Gramercy 2007 Lagniappe Syrah (Columbia Valley (WA)),Columbia Valley,91,38.0,2007
3492,Tamarack Cellars 2007 Ciel du Cheval Vineyard Syrah (Red Mountain),Columbia Valley,91,38.0,2007
3493,àMaurice 2006 Syrah (Columbia Valley (WA)),Columbia Valley,90,34.0,2006
3494,Tempus Cellars 2007 Syrah (Columbia Valley (WA)),Columbia Valley,90,25.0,2007
3495,Sinclair Estate Vineyards 2007 Syrah (Columbia Valley (WA)),Columbia Valley,90,35.0,2007
3496,Waters 2007 Forgotten Hills Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,90,40.0,2007
3497,Milbrandt 2006 The Estates Syrah (Wahluke Slope),Columbia Valley,90,25.0,2006
3498,Gramercy 2007 Syrah (Walla Walla Valley (WA)),Columbia Valley,90,40.0,2007
3499,Pride Mountain 2007 Syrah (Sonoma County),Sonoma,90,60.0,2007
3500,Tamarack Cellars 2008 Syrah (Columbia Valley (WA)),Columbia Valley,90,28.0,2008
3501,Trust 2007 Syrah (Columbia Valley (WA)),Columbia Valley,90,28.0,2007
3502,Kana 2006 Reserve Syrah (Columbia Valley (WA)),Columbia Valley,89,30.0,2006
3503,Waters 2007 Pepper Bridge Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,89,40.0,2007
3504,Hunnicutt 2007 Cutt Syrah (Napa Valley),Napa,88,30.0,2007
3505,Gustafson Family 2009 Heritage Tree Vineyard Estate Rosé of Syrah (Dry Creek Valley),Sonoma,88,20.0,2009
3506,Rancho Sisquoc 2007 Flood Family Vineyards Syrah (Santa Barbara County),Central Coast,87,25.0,2007
3507,DaMa 2008 Syrah (Columbia Valley (WA)),Columbia Valley,85,19.0,2008
3508,Eberle 2007 Steinbeck Vineyard Syrah (Paso Robles),Central Coast,85,21.0,2007
3509,Phantom Rivers 2006 Larner Vineyard Syrah (Santa Ynez Valley),Central Coast,85,26.0,2006
3510,Calcareous 2007 Syrah (Paso Robles),Central Coast,84,34.0,2007
3511,Lava Cap 2007 Reserve Syrah (El Dorado),Sierra Foothills,84,20.0,2007
3512,Hanna 2006 Bismark Mountain Vineyard Syrah (Sonoma Valley),Sonoma,84,48.0,2006
3513,San Simeon 2007 Syrah (Monterey),Central Coast,83,24.0,2007
3514,Shiloh Road 2007 Syrah (North Coast),North Coast,83,10.0,2007
3516,Cantara 2007 Lewis Vineyard Syrah (Lodi),Central Valley,82,29.0,2007
3517,Lionheart 2007 Syrah (Dry Creek Valley),Sonoma,82,35.0,2007
3518,Rulo 2007 Syrah (Columbia Valley (WA)),Columbia Valley,96,20.0,2007
3519,Rulo 2007 Silo Syrah Reserve Syrah (Columbia Valley (WA)),Columbia Valley,95,35.0,2007
3520,Four Cairn 2008 Syrah (Napa Valley),Napa,93,45.0,2008
3521,Doyenne 2007 Syrah (Yakima Valley),Columbia Valley,93,40.0,2007
3522,Dunham 2006 Lewis Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,92,75.0,2006
3523,Southard 2007 Lawrence Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,92,25.0,2007
3524,Walter Dacon 2007 Boushey Vineyard Appanage Syrah (Yakima Valley),Columbia Valley,92,50.0,2007
3525,Spotted Owl 2007 Alexandria's Cuvée Syrah (Mount Veeder),Napa,92,69.0,2007
3526,Walter Dacon 2007 C'est Syrah Belle Syrah (Columbia Valley (WA)),Columbia Valley,91,30.0,2007
3527,Verve 2006 Syrah (Columbia Valley (WA)),Columbia Valley,91,24.0,2006
3528,Walter Dacon 2007 C'est Syrah Magnifique Syrah (Yakima Valley),Columbia Valley,91,42.0,2007
3529,Upland Estates 2007 Syrah (Snipes Mountain),Columbia Valley,90,28.0,2007
3530,La Fenêtre 2008 À Côté Santa Barbara Highlands Vineyard Syrah (Santa Barbara County),Central Coast,90,24.0,2008
3531,Doyenne 2007 Grand Ciel Vineyard Syrah (Red Mountain),Columbia Valley,90,75.0,2007
3532,Roche 2006 Syrah (Carneros),Napa-Sonoma,90,26.0,2006
3533,Walter Dacon 2007 C'est Syrah Beaux Syrah (Columbia Valley (WA)),Columbia Valley,90,38.0,2007
3534,Magnificent Wine Company 2007 The Originals Syrah (Columbia Valley (WA)),Columbia Valley,89,22.0,2007
3535,Dunham 2007 Three Legged Red Syrah (Columbia Valley (WA)),Columbia Valley,88,17.0,2007
3536,Substance 2008 Sy Syrah (Washington),Washington Other,88,15.0,2008
3537,Glen Fiona 2006 Basket Press Syrah (Columbia Valley (WA)),Columbia Valley,87,15.0,2006
3538,Hyatt Vineyards 2006 Syrah (Rattlesnake Hills),Columbia Valley,87,9.0,2006
3539,Crane Brothers 2006 Crane Ranch Vineyard Syrah (Napa Valley),Napa,86,36.0,2006
3540,Glen Fiona 2006 Puncheon Select Syrah (Walla Walla Valley (WA)),Columbia Valley,85,20.0,2006
3541,Walla Faces 2006 Jane Syrah (Walla Walla Valley (WA)),Columbia Valley,85,24.0,2006
3542,Acorn 2007 Allegria Vineyards Axiom Syrah (Russian River Valley),Sonoma,85,33.0,2007
3543,Hogue 2007 Genesis Syrah (Columbia Valley (WA)),Columbia Valley,85,16.0,2007
3544,Albeno Munari 2006 Syrah (Calaveras County),Sierra Foothills,84,16.0,2006
3545,Kynsi 2006 ZB Bien Nacido Vineyard Syrah (Santa Maria Valley),Central Coast,84,46.0,2006
3546,Ampelos 2009 Rosé of Syrah (Santa Barbara County),Central Coast,84,18.0,2009
3547,Francis Ford Coppola 2007 Diamond Collection Green Label Syrah (California),California Other,84,16.0,2007
3548,Los Alisos 2007 Syrah (Santa Barbara County),Central Coast,84,16.0,2007
3549,Eliseo Silva 2007 Syrah (Columbia Valley (WA)),Columbia Valley,83,10.0,2007
3550,Enkidu 2006 Odyssey Syrah (Russian River Valley),Sonoma,83,34.0,2006
3551,Martin Ranch 2007 Thérèse Vineyards Lester Family Vineyards Syrah (Santa Cruz Mountains),Central Coast,82,35.0,2007
3552,Villa Toscano 2007 Estate Bottled Syrah (Shenandoah Valley (CA)),Sierra Foothills,82,32.0,2007
3553,Townley 2007 White Hawk Vineyard Syrah (Santa Barbara County),Central Coast,82,48.0,2007
3554,Bella Piazza 2007 Estate Bottled Syrah (Shenandoah Valley (CA)),Sierra Foothills,82,32.0,2007
3555,Beckmen 2007 Purisima Mountain Vineyard Block 6 Syrah (Santa Ynez Valley),Central Coast,95,55.0,2007
3556,Novy 2007 Page-Nord Vineyard Syrah (Napa Valley),Napa,94,29.0,2007
3557,Novy 2007 Parsons' Vineyard Syrah (Russian River Valley),Sonoma,94,29.0,2007
3558,Krutz 2007 Stagecoach Vineyard Syrah (Napa Valley),Napa,94,35.0,2007
3559,Heintz 2008 Syrah (Sonoma Coast),Sonoma,93,48.0,2008
3560,Hahn 2007 SLH Estate Syrah (Santa Lucia Highlands),Central Coast,92,27.0,2007
3561,Novy 2007 Syrah (Napa Valley),Napa,92,19.0,2007
3562,Lawer 2006 Three Coins Betsy's Vineyard Syrah (Sonoma County),Sonoma,91,28.0,2006
3563,Miraflores 2007 Syrah (El Dorado),Sierra Foothills,90,30.0,2007
3564,Failla 2008 Phoenix Ranch Syrah (Napa Valley),Napa,89,44.0,2008
3565,db Winery 2008 db Premier Coastal Vineyard Syrah (Central Coast),Central Coast,89,38.0,2008
3566,Curtis 2006 Crossroads Vineyard Syrah (Santa Ynez Valley),Central Coast,89,32.0,2006
3567,Handley 2006 Handley Vineyard Syrah (Dry Creek Valley),Sonoma,88,20.0,2006
3568,Heintz 2005 Syrah (Sonoma Coast),Sonoma,88,48.0,2005
3569,Atmosphere 2007 Parmelee-Hill Vineyard Syrah (Sonoma Valley),Sonoma,87,30.0,2007
3570,Curtis 2006 Ambassador's Vineyard Syrah (Santa Ynez Valley),Central Coast,87,22.0,2006
3571,Cameron Hughes 2007 Lot 144 Syrah (Los Carneros),Napa-Sonoma,87,13.0,2007
3572,Sorcellerie 2007 Thompson Vineyard Syrah (Santa Barbara County),Central Coast,87,38.0,2007
3573,Muscardini 2007 Unti Vineyards Syrah (Dry Creek Valley),Sonoma,87,38.0,2007
3574,Tolosa 2007 Edna Ranch 1772 Syrah (Edna Valley),Central Coast,86,46.0,2007
3575,Tolosa 2007 Estate Edna Ranch Syrah (Edna Valley),Central Coast,86,24.0,2007
3576,Atmosphere 2006 Parmelee-Hill Vineyard Syrah (Sonoma Valley),Sonoma,85,30.0,2006
3577,Curtis 2006 Vozelgang Vineyard Syrah (Santa Ynez Valley),Central Coast,85,24.0,2006
3578,Muscardini 2007 Gracie Creek Vineyards Syrah (Sonoma Valley),Sonoma,85,38.0,2007
3579,Deerfield Ranch 2005 Cuvée Shiraz (Sonoma County),Sonoma,84,24.0,2005
3580,Ancient Peaks 2007 Syrah (Paso Robles),Central Coast,84,16.0,2007
3581,Deerfield Ranch 2006 Estate Syrah (Sonoma Valley),Sonoma,84,28.0,2006
3582,Fetzer 2007 Valley Oaks Shiraz (California),California Other,84,9.0,2007
3583,Dutton-Goldfield 2007 Dutton Ranch Cherry Ridge Vineyard Syrah (Russian River Valley),Sonoma,92,35.0,2007
3584,Griffin Creek 2007 Syrah (Rogue Valley),Southern Oregon,88,38.0,2007
3585,Terlato 2006 Syrah (Dry Creek Valley),Sonoma,86,35.0,2006
3586,Terlato 2006 Block 9 Syrah (Dry Creek Valley),Sonoma,86,50.0,2006
3587,Eric K. James 2006 Frank Vineyard Syrah (Sonoma Valley),Sonoma,85,24.0,2006
3588,Sylvester 2007 Kiara Private Reserve Syrah (Paso Robles),Central Coast,80,20.0,2007
3589,Del Rio 2007 Syrah (Rogue Valley),Southern Oregon,80,35.0,2007
3590,Terre Rouge 2007 Ascent Syrah (Sierra Foothills),Sierra Foothills,95,85.0,2007
3591,Sparkman 2007 Darkness Syrah (Yakima Valley),Columbia Valley,94,50.0,2007
3592,Bunnell 2007 Clifton Hill Vineyard Syrah (Wahluke Slope),Columbia Valley,93,42.0,2007
3593,Montemaggiore 2007 Reserve Syrah (Dry Creek Valley),Sonoma,92,45.0,2007
3594,Dusted Valley 2007 Syrah (Walla Walla Valley (WA)),Columbia Valley,92,28.0,2007
3595,Vineyard of Pasterick 2004 Syrah (Dry Creek Valley),Sonoma,92,38.0,2004
3596,Bunnell 2007 Boushey-McPherson Vineyard Syrah (Yakima Valley),Columbia Valley,92,42.0,2007
3597,Terre Rouge 2007 High Slopes Syrah (Sierra Foothills),Sierra Foothills,91,35.0,2007
3598,Sparkman 2007 Ruckus Syrah (Columbia Valley (WA)),Columbia Valley,91,38.0,2007
3599,DaMa 2007 Syrah (Walla Walla Valley (WA)),Columbia Valley,91,18.0,2007
3600,Dusted Valley 2007 Stained Tooth Syrah (Columbia Valley (WA)),Columbia Valley,91,26.0,2007
3601,Robert Karl 2007 Syrah (Horse Heaven Hills),Columbia Valley,91,30.0,2007
3602,Rockroom Winemaking Cooperative 2006 White Hawk Vineyard Syrah (Santa Barbara County),Central Coast,91,39.0,2006
3603,Kendall-Jackson 2007 Grand Reserve Syrah (Santa Barbara County),Central Coast,90,25.0,2007
3604,Coastview 2007 North Block Syrah (Monterey County),Central Coast,90,29.0,2007
3605,Terre Rouge 2007 Sentinel Oak Vineyard Syrah (Shenandoah Valley (CA)),Sierra Foothills,90,40.0,2007
3606,Jaffurs 2008 Larner Vineyard Syrah (Santa Barbara County),Central Coast,89,42.0,2008
3607,Powers 2006 Cougar Vineyard Reserve Syrah (Wahluke Slope),Columbia Valley,89,25.0,2006
3608,Camaraderie 2007 Clifton Vineyard Syrah (Wahluke Slope),Columbia Valley,88,28.0,2007
3609,Basel Cellars 2006 Pheasant Run Syrah (Walla Walla Valley (WA)),Columbia Valley,88,28.0,2006
3610,Spring Valley Vineyard 2007 Nina Lee Syrah (Walla Walla Valley (WA)),Columbia Valley,88,50.0,2007
3611,Bunnell 2007 Horse Heaven Hills Syrah (Horse Heaven Hills),Columbia Valley,88,38.0,2007
3612,Vivác Winery 2007 V Single Vineyard Syrah (New Mexico),New Mexico,88,23.0,2007
3613,Gård 2007 Lawrence Vineyards Syrah (Columbia Valley (WA)),Columbia Valley,88,29.0,2007
3614,Montemaggiore 2007 Paolo's Vineyard Estate Grown Syrah (Dry Creek Valley),Sonoma,87,35.0,2007
3615,Terre Rouge 2007 Cotes de l'Ouest Syrah (California),California Other,87,18.0,2007
3616,Lucas Vineyards 2007 Limited Reserve Syrah (Finger Lakes),Finger Lakes,87,25.0,2007
3617,Unti 2006 Syrah (Dry Creek Valley),Sonoma,87,26.0,2006
3618,Powers 2007 Syrah (Columbia Valley (WA)),Columbia Valley,87,14.0,2007
3619,Gård 2006 Lawrence Vineyards Syrah (Columbia Valley (WA)),Columbia Valley,87,27.0,2006
3620,Boomtown 2007 Syrah (Columbia Valley (WA)),Columbia Valley,87,15.0,2007
3621,Hard Row To Hoe 2007 Shameless Hussy Syrah (Wahluke Slope),Columbia Valley,87,20.0,2007
3623,Patterson 2006 WoodsLake Syrah (Columbia Valley (WA)),Columbia Valley,87,21.0,2006
3624,Macari 2007 Syrah (North Fork of Long Island),Long Island,86,35.0,2007
3625,Les Caves Roties de Pente 2006 Syrah (Dry Creek Valley),Sonoma,86,35.0,2006
3626,Sunstone 2006 Doce Da Alma Syrah (Santa Ynez Valley),Central Coast,86,38.0,2006
3627,Terre Rouge 2007 Monarch Mine Vineyard Syrah (Sierra Foothills),Sierra Foothills,86,30.0,2007
3628,Jaffurs 2008 Syrah (Santa Barbara County),Central Coast,86,25.0,2008
3629,Terre Rouge 2007 DTR Ranch Syrah (Fiddletown),Sierra Foothills,86,38.0,2007
3630,George IV 2006 White Hawk Vineyard Syrah (Santa Barbara County),Central Coast,86,52.0,2006
3631,Hogue 2007 Shiraz (Columbia Valley (WA)),Columbia Valley,85,10.0,2007
3632,Sunstone 2006 Reserve Syrah (Santa Ynez Valley),Central Coast,85,48.0,2006
3633,Berryessa Gap 2006 Syrah (Yolo County),Central Valley,85,16.0,2006
3634,Messina Hof 2006 Private Reserve Double Barrel Shiraz (Texas),Texas,85,22.0,2006
3635,Vin du Lac 2007 Barrel Select Syrah (Columbia Valley (WA)),Columbia Valley,85,28.0,2007
3636,Chaddsford 2007 Syrah (Pennsylvania),Pennsylvania,85,19.0,2007
3637,Sunstone 2006 Syrah (Santa Ynez Valley),Central Coast,84,45.0,2006
3638,Glenora 2007 Vintner's Select Syrah (Finger Lakes),Finger Lakes,84,19.0,2007
3639,Bella 2007 Lily Hill Estate Syrah (Dry Creek Valley),Sonoma,84,40.0,2007
3640,Chateau Ste. Michelle 2006 Syrah (Columbia Valley (WA)),Columbia Valley,84,13.0,2006
3641,Elk Creek Vineyards 2006 Barrel Select Reserve Syrah (Kentucky),Kentucky,83,40.0,2006
3642,Tre 2007 Syrah (California),California Other,83,10.0,2007
3643,Canyon Wind 2006 Syrah (Grand Valley),Colorado,82,20.0,2006
3644,1040FU 2008 Syrah (Santa Barbara County),Central Coast,82,25.0,2008
3645,Bloomfield 2006 Syrah (Contra Costa County),Central Coast,81,27.0,2006
3646,Zaca Mesa 2006 Black Bear Block Syrah (Santa Ynez Valley),Central Coast,94,58.0,2006
3647,Peterson 2006 Bradford Mountain Vineyard Gravity Flow Block Syrah (Dry Creek Valley),Sonoma,94,45.0,2006
3648,Fleming Jenkins 2007 Madden Ranch Syrah (Livermore Valley),Central Coast,93,40.0,2007
3649,Colgin 2006 IX Estate Syrah (Napa Valley),Napa,93,175.0,2006
3650,Manzoni 2007 Syrah (Santa Lucia Highlands),Central Coast,91,27.0,2007
3651,Mark Moretti 2007 Syrah (Santa Barbara County),Central Coast,91,38.0,2007
3652,Coquelicot 2007 Black Oak Vineyard Syrah (Santa Ynez Valley),Central Coast,91,45.0,2007
3653,Fleming Jenkins 2007 Black Ridge Vineyard Syrah (Santa Cruz Mountains),Central Coast,90,40.0,2007
3654,Cowhorn 2007 Syrah (Applegate Valley),Southern Oregon,89,32.0,2007
3655,Cowhorn 2006 Syrah (Applegate Valley),Southern Oregon,88,32.0,2006
3656,Lujon 2007 Spofford Station Syrah (Walla Walla Valley (OR)),Oregon Other,88,25.0,2007
3657,Stolpman 2007 Estate Syrah (Santa Ynez Valley),Central Coast,87,34.0,2007
3658,Quivet Cellars 2007 Las Madres Vineyard Syrah (Carneros),Napa-Sonoma,87,38.0,2007
3659,Blue Rock 2006 Syrah (Alexander Valley),Sonoma,87,30.0,2006
3660,Melrose 2006 Syrah (Umpqua Valley),Southern Oregon,86,20.0,2006
3661,Cimarone 2008 3CV Syrah (Santa Ynez Valley),Central Coast,86,24.0,2008
3662,Jax 2005 Y3 Syrah (Napa Valley),Napa,86,29.0,2005
3663,Novy 2007 Christensen Family Vineyard Syrah (Russian River Valley),Sonoma,85,27.0,2007
3664,Matchbook 2006 Syrah (Dunnigan Hills),Central Valley,85,16.0,2006
3665,Dogwood 2007 Syrah (Dry Creek Valley),Sonoma,85,30.0,2007
3666,Parkers Estate 2007 Syrah (Sonoma County),Sonoma,84,20.0,2007
3667,Frick 2004 Owl Hill Vineyard Estate Bottled Syrah (Dry Creek Valley),Sonoma,84,22.0,2004
3668,Eagle Castle 2007 Syrah (Paso Robles),Central Coast,84,25.0,2007
3669,Millésimé 2006 Le Reflexion Syrah-Viognier (Santa Ynez Valley),Central Coast,84,55.0,2006
3670,Cycles Gladiator 2008 Syrah (Central Coast),Central Coast,83,10.0,2008
3671,Hahn 2008 Syrah (Central Coast),Central Coast,83,14.0,2008
3672,Survivant 2008 Syrah (Santa Barbara County),Central Coast,83,20.0,2008
3673,San Simeon 2006 Syrah (Paso Robles),Central Coast,82,25.0,2006
3674,Obsidian Ridge 2007 Obsidian Ridge Vineyard Syrah (Red Hills Lake County),California,82,28.0,2007
3675,6th Sense 2007 Syrah (Lodi),Central Valley,82,16.0,2007
3676,Coquelicot 2007 Estate Syrah (Santa Ynez Valley),Central Coast,93,45.0,2007
3677,Olsen Estates 2007 Syrah (Yakima Valley),Columbia Valley,92,29.0,2007
3678,O•S Winery 2006 Dineen Vineyard Syrah (Yakima Valley),Columbia Valley,92,35.0,2006
3679,AlmaTerra 2006 Ciel du Cheval Vineyard Syrah (Red Mountain),Columbia Valley,91,50.0,2006
3680,Tertulia 2007 Les Collines Syrah (Walla Walla Valley (WA)),Columbia Valley,91,30.0,2007
3681,Tulpen 2006 Syrah (Columbia Valley (WA)),Columbia Valley,91,30.0,2006
3682,Otis Kenyon 2007 Syrah (Walla Walla Valley (WA)),Columbia Valley,90,30.0,2007
3683,Sapolil Cellars 2007 Patina Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,90,35.0,2007
3684,AlmaTerra 2006 Coyote Canyon Vineyard Syrah (Horse Heaven Hills),Columbia Valley,90,50.0,2006
3685,AlmaTerra 2006 Coéo Three Vineyard Syrah (Red Mountain),Columbia Valley,89,55.0,2006
3686,AlmaTerra 2006 Minick Vineyard Syrah (Yakima Valley),Columbia Valley,88,50.0,2006
3687,Cadaretta 2007 Syrah (Columbia Valley (WA)),Columbia Valley,88,35.0,2007
3688,Soos Creek 2007 Commander Comet Syrah (Washington),Washington Other,88,20.0,2007
3689,Thurston Wolfe 2007 Burgess Vineyard Syrah (Washington),Washington Other,88,18.0,2007
3690,IL Gioiello 2005 Syrah (Sierra Foothills),Sierra Foothills,87,20.0,2005
3691,Matthews Estate 2007 Syrah (Columbia Valley (WA)),Columbia Valley,87,39.0,2007
3692,Estancia 2007 Shiraz (Central Coast),Central Coast,87,12.0,2007
3693,Woodinville Wine Cellars 2007 Syrah (Columbia Valley (WA)),Columbia Valley,87,30.0,2007
3694,Frei Brothers 2007 Reserve Syrah (Russian River Valley),Sonoma,86,24.0,2007
3695,Liberty School 2007 Syrah (Central Coast),Central Coast,84,12.0,2007
3696,Verge 2007 Syrah (Dry Creek Valley),Sonoma,84,40.0,2007
3697,Edmonds Winery 2007 Syrah (Walla Walla Valley (WA)),Columbia Valley,83,23.0,2007
3698,Big House 2007 The Slammer Syrah (Santa Barbara County),Central Coast,83,12.0,2007
3699,McManis 2008 Syrah (California),California Other,83,10.0,2008
3700,Lodmell Cellars 2006 Syrah (Columbia Valley (WA)),Columbia Valley,82,28.0,2006
3701,Fenestra 2006 Estate Syrah (Livermore Valley),Central Coast,82,20.0,2006
3702,Palmeri 2005 Van Ness Vineyard Syrah (Alexander Valley),Sonoma,94,53.0,2005
3703,Palmeri 2005 Stagecoach Vineyard Syrah (Napa Valley),Napa,93,53.0,2005
3704,Rusack 2007 Ballard Canyon Estate Syrah (Santa Barbara County),Central Coast,93,36.0,2007
3705,Baileyana 2006 Grand Firepeak Cuvée Syrah (Edna Valley),Central Coast,92,30.0,2006
